timestamp,amount,running_balance,month_year,category
2022-07-01 00:00:00+00:00,-0.01,50124.36,2022-07,transport
2022-07-01 00:00:00+00:00,-0.01,50124.37,2022-07,entertainment
2022-07-01 00:00:00+00:00,-0.01,50124.38,2022-07,fees and charges
2022-07-01 00:00:00+00:00,-23.99,50148.37,2022-07,groceries / food spend
2022-07-01 00:00:00+00:00,-33.91,50182.28,2022-07,transfer
2022-07-01 00:00:00+00:00,-11.72,50194.0,2022-07,business services
2022-07-01 00:00:00+00:00,-9.3,50203.3,2022-07,bills and utilities
2022-07-01 00:00:00+00:00,-7.09,50210.39,2022-07,finances
2022-07-01 00:00:00+00:00,-10.0,50220.39,2022-07,finances
2022-07-01 00:00:00+00:00,-10.0,50230.39,2022-07,bills and utilities
2022-06-28 00:00:00+00:00,420.0,49810.39,2022-06,transfer
2022-06-28 00:00:00+00:00,-38.27,49848.66,2022-06,shopping
2022-06-28 00:00:00+00:00,40.0,49808.66,2022-06,transfer
2022-06-28 00:00:00+00:00,-32.72,49841.38,2022-06,transfer
2022-06-28 00:00:00+00:00,22.42,49818.96,2022-06,taxes
2022-06-27 00:00:00+00:00,-7.93,49826.89,2022-06,transfer
2022-06-27 00:00:00+00:00,50.59,49776.3,2022-06,transfer
2022-06-27 00:00:00+00:00,15.86,49760.44,2022-06,transfer
2022-06-27 00:00:00+00:00,-22.29,49782.73,2022-06,transport
2022-06-27 00:00:00+00:00,-2.21,49784.94,2022-06,finances
2022-06-27 00:00:00+00:00,-41.87,49826.81,2022-06,groceries / food spend
2022-06-27 00:00:00+00:00,-7.56,49834.37,2022-06,shopping
2022-06-25 00:00:00+00:00,6.75,49827.62,2022-06,transfer
2022-06-25 00:00:00+00:00,-53.16,49880.78,2022-06,entertainment
2022-06-25 00:00:00+00:00,-11.2,49891.98,2022-06,transfer
2022-06-25 00:00:00+00:00,-0.44,49892.42,2022-06,savings
2022-06-25 00:00:00+00:00,-55.11,49947.53,2022-06,shopping
2022-06-25 00:00:00+00:00,-0.48,49948.01,2022-06,savings
2022-06-25 00:00:00+00:00,-10.5,49958.51,2022-06,entertainment
2022-06-23 00:00:00+00:00,-30.0,49988.51,2022-06,finances
2022-06-23 00:00:00+00:00,34.4,49954.11,2022-06,transfer
2022-06-23 00:00:00+00:00,-100.0,50054.11,2022-06,transfer
2022-06-23 00:00:00+00:00,-1.35,50055.46,2022-06,savings
2022-06-23 00:00:00+00:00,-20.0,50075.46,2022-06,transfer
2022-06-22 00:00:00+00:00,-2.66,50078.12,2022-06,shopping
2022-06-22 00:00:00+00:00,-0.01,50078.13,2022-06,savings
2022-06-22 00:00:00+00:00,-36.38,50114.51,2022-06,bills and utilities
2022-06-22 00:00:00+00:00,-36.59,50151.1,2022-06,shopping
2022-06-22 00:00:00+00:00,-45.02,50196.12,2022-06,finances
2022-06-20 00:00:00+00:00,-150.0,50346.12,2022-06,rent
2022-06-20 00:00:00+00:00,22.42,50323.7,2022-06,taxes
2022-06-20 00:00:00+00:00,-550.0,50873.7,2022-06,business services
2022-06-20 00:00:00+00:00,345.13,50528.57,2022-06,taxes
2022-06-19 00:00:00+00:00,-7.99,50536.56,2022-06,shopping
2022-06-19 00:00:00+00:00,1450.42,49086.14,2022-06,salary
2022-06-18 00:00:00+00:00,84.18,49001.96,2022-06,finances
2022-06-17 00:00:00+00:00,137.6,48864.36,2022-06,transfer
2022-06-17 00:00:00+00:00,-12.73,48877.09,2022-06,finances
2022-06-17 00:00:00+00:00,-34.95,48912.04,2022-06,finances
2022-06-17 00:00:00+00:00,-21.16,48933.2,2022-06,transport
2022-06-17 00:00:00+00:00,-0.69,48933.89,2022-06,savings
2022-06-17 00:00:00+00:00,-9.73,48943.62,2022-06,groceries / food spend
2022-06-15 00:00:00+00:00,-28.52,48972.14,2022-06,groceries / food spend
2022-06-15 00:00:00+00:00,-0.55,48972.69,2022-06,savings
2022-06-15 00:00:00+00:00,-15.45,48988.14,2022-06,shopping
2022-06-15 00:00:00+00:00,-0.53,48988.67,2022-06,savings
2022-06-15 00:00:00+00:00,-3.59,48992.26,2022-06,shopping
2022-06-15 00:00:00+00:00,-24.49,49016.75,2022-06,shopping
2022-06-14 00:00:00+00:00,-1.13,49017.88,2022-06,entertainment
2022-06-14 00:00:00+00:00,-31.41,49049.29,2022-06,entertainment
2022-06-14 00:00:00+00:00,86.22,48963.07,2022-06,entertainment
2022-06-12 00:00:00+00:00,-0.47,48963.54,2022-06,savings
2022-06-12 00:00:00+00:00,-23.11,48986.65,2022-06,transport
2022-06-11 00:00:00+00:00,50.0,48936.65,2022-06,finances
2022-06-11 00:00:00+00:00,82.52,48854.13,2022-06,transfer
2022-06-11 00:00:00+00:00,22.42,48831.71,2022-06,taxes
2022-06-11 00:00:00+00:00,-17.16,48848.87,2022-06,holidays
2022-06-10 00:00:00+00:00,-40.0,48888.87,2022-06,finances
2022-06-10 00:00:00+00:00,-7.93,48896.8,2022-06,groceries / food spend
2022-06-10 00:00:00+00:00,40.0,48856.8,2022-06,transfer
2022-06-10 00:00:00+00:00,43.27,48813.53,2022-06,finances
2022-06-10 00:00:00+00:00,-30.0,48843.53,2022-06,transfer
2022-06-10 00:00:00+00:00,-24.49,48868.02,2022-06,bills and utilities
2022-06-09 00:00:00+00:00,-27.81,48895.83,2022-06,transport
2022-06-09 00:00:00+00:00,-20.56,48916.39,2022-06,taxes
2022-06-09 00:00:00+00:00,-0.41,48916.8,2022-06,savings
2022-06-09 00:00:00+00:00,-5.25,48922.05,2022-06,transfer
2022-06-08 00:00:00+00:00,-0.01,48922.06,2022-06,savings
2022-06-08 00:00:00+00:00,22.42,48899.64,2022-06,taxes
2022-06-08 00:00:00+00:00,-3.86,48903.5,2022-06,fees and charges
2022-06-08 00:00:00+00:00,-100.0,49003.5,2022-06,rent
2022-06-08 00:00:00+00:00,-0.08,49003.58,2022-06,entertainment
2022-06-08 00:00:00+00:00,-0.69,49004.27,2022-06,savings
2022-06-08 00:00:00+00:00,-1.04,49005.31,2022-06,savings
2022-06-08 00:00:00+00:00,-24.31,49029.62,2022-06,groceries / food spend
2022-06-07 00:00:00+00:00,-82.37,49111.99,2022-06,bills and utilities
2022-06-07 00:00:00+00:00,-1.15,49113.14,2022-06,savings
2022-06-07 00:00:00+00:00,-70.0,49183.14,2022-06,transfer
2022-06-06 00:00:00+00:00,-28.25,49211.39,2022-06,bills and utilities
2022-06-06 00:00:00+00:00,22.4,49188.99,2022-06,taxes
2022-06-06 00:00:00+00:00,-3.99,49192.98,2022-06,groceries / food spend
2022-06-06 00:00:00+00:00,-50.0,49242.98,2022-06,bills and utilities
2022-06-06 00:00:00+00:00,-9.75,49252.73,2022-06,home and garden
2022-06-06 00:00:00+00:00,326.34,48926.39,2022-06,taxes
2022-06-06 00:00:00+00:00,137.6,48788.79,2022-06,transfer
2022-06-06 00:00:00+00:00,61.89,48726.9,2022-06,transfer
2022-06-06 00:00:00+00:00,-0.01,48726.91,2022-06,savings
2022-06-06 00:00:00+00:00,-3.73,48730.64,2022-06,shopping
2022-06-05 00:00:00+00:00,-60.0,48790.64,2022-06,transfer
2022-06-05 00:00:00+00:00,-1.73,48792.37,2022-06,savings
2022-06-05 00:00:00+00:00,-6.16,48798.53,2022-06,finances
2022-06-05 00:00:00+00:00,-2.48,48801.01,2022-06,shopping
2022-06-05 00:00:00+00:00,-23.15,48824.16,2022-06,transfer
2022-06-05 00:00:00+00:00,-13.79,48837.95,2022-06,finances
2022-06-05 00:00:00+00:00,-1.4,48839.35,2022-06,groceries / food spend
2022-06-05 00:00:00+00:00,-20.0,48859.35,2022-06,shopping
2022-06-04 00:00:00+00:00,18.42,48840.93,2022-06,transfer
2022-06-04 00:00:00+00:00,23.7,48817.23,2022-06,transfer
2022-06-04 00:00:00+00:00,119.49,48697.74,2022-06,transfer
2022-06-04 00:00:00+00:00,-1.9,48699.64,2022-06,transfer
2022-06-04 00:00:00+00:00,-0.2,48699.84,2022-06,shopping
2022-06-04 00:00:00+00:00,-2.91,48702.75,2022-06,finances
2022-06-04 00:00:00+00:00,-100.0,48802.75,2022-06,transfer
2022-06-04 00:00:00+00:00,153.49,48649.26,2022-06,transfer
2022-06-04 00:00:00+00:00,-7.51,48656.77,2022-06,business services
2022-06-04 00:00:00+00:00,1.13,48655.64,2022-06,transfer
2022-06-04 00:00:00+00:00,-130.0,48785.64,2022-06,rent
2022-06-03 00:00:00+00:00,1.29,48784.35,2022-06,transfer
2022-06-03 00:00:00+00:00,-0.44,48784.79,2022-06,savings
2022-06-03 00:00:00+00:00,130.0,48654.79,2022-06,transfer
2022-06-03 00:00:00+00:00,3.93,48650.86,2022-06,transfer
2022-06-03 00:00:00+00:00,-23.11,48673.97,2022-06,transport
2022-06-03 00:00:00+00:00,32.21,48641.76,2022-06,entertainment
2022-06-03 00:00:00+00:00,-0.01,48641.77,2022-06,savings
2022-06-03 00:00:00+00:00,-2.99,48644.76,2022-06,entertainment
2022-06-03 00:00:00+00:00,-30.0,48674.76,2022-06,shopping
2022-06-03 00:00:00+00:00,64.09,48610.67,2022-06,transfer
2022-06-03 00:00:00+00:00,-30.54,48641.21,2022-06,transfer
2022-06-03 00:00:00+00:00,-5.0,48646.21,2022-06,groceries / food spend
2022-06-02 00:00:00+00:00,42.05,48604.16,2022-06,transfer
2022-06-02 00:00:00+00:00,-48.66,48652.82,2022-06,transfer
2022-06-02 00:00:00+00:00,10.0,48642.82,2022-06,transfer
2022-06-02 00:00:00+00:00,-0.6,48643.42,2022-06,savings
2022-06-01 00:00:00+00:00,-53.42,48696.84,2022-06,bills and utilities
2022-06-01 00:00:00+00:00,-0.01,48696.85,2022-06,fees and charges
2022-06-01 00:00:00+00:00,-227.0,48923.85,2022-06,transfer
2022-06-01 00:00:00+00:00,-51.27,48975.12,2022-06,groceries / food spend
2022-06-01 00:00:00+00:00,-0.01,48975.13,2022-06,finances
2022-06-01 00:00:00+00:00,-0.01,48975.14,2022-06,shopping
2022-06-01 00:00:00+00:00,-0.01,48975.15,2022-06,shopping
2022-06-01 00:00:00+00:00,-0.01,48975.16,2022-06,groceries / food spend
2022-06-01 00:00:00+00:00,-0.01,48975.17,2022-06,groceries / food spend
2022-06-01 00:00:00+00:00,-0.01,48975.18,2022-06,groceries / food spend
2022-06-01 00:00:00+00:00,-0.01,48975.19,2022-06,groceries / food spend
2022-06-01 00:00:00+00:00,-0.01,48975.2,2022-06,transport
2022-06-01 00:00:00+00:00,-362.2,49337.4,2022-06,restaurants / eating out / delivery
2022-06-01 00:00:00+00:00,-0.0,49337.4,2022-06,home and garden
2022-06-01 00:00:00+00:00,-0.02,49337.42,2022-06,fees and charges
2022-06-01 00:00:00+00:00,-0.01,49337.43,2022-06,transport
2022-06-01 00:00:00+00:00,-0.01,49337.44,2022-06,entertainment
2022-06-01 00:00:00+00:00,-0.01,49337.45,2022-06,fees and charges
2022-06-01 00:00:00+00:00,-22.14,49359.59,2022-06,groceries / food spend
2022-06-01 00:00:00+00:00,-8.79,49368.38,2022-06,transfer
2022-06-01 00:00:00+00:00,-13.17,49381.55,2022-06,business services
2022-06-01 00:00:00+00:00,-10.0,49391.55,2022-06,bills and utilities
2022-06-01 00:00:00+00:00,-10.1,49401.65,2022-06,finances
2022-06-01 00:00:00+00:00,-13.36,49415.01,2022-06,finances
2022-06-01 00:00:00+00:00,-9.09,49424.1,2022-06,bills and utilities
2022-05-28 00:00:00+00:00,313.0,49111.1,2022-05,transfer
2022-05-28 00:00:00+00:00,-36.59,49147.69,2022-05,shopping
2022-05-28 00:00:00+00:00,40.0,49107.69,2022-05,transfer
2022-05-28 00:00:00+00:00,-32.72,49140.41,2022-05,transfer
2022-05-28 00:00:00+00:00,22.42,49117.99,2022-05,taxes
2022-05-27 00:00:00+00:00,-7.93,49125.92,2022-05,transfer
2022-05-27 00:00:00+00:00,71.87,49054.05,2022-05,transfer
2022-05-27 00:00:00+00:00,19.82,49034.23,2022-05,transfer
2022-05-27 00:00:00+00:00,-11.27,49045.5,2022-05,transport
2022-05-27 00:00:00+00:00,-3.25,49048.75,2022-05,finances
2022-05-27 00:00:00+00:00,-15.86,49064.61,2022-05,groceries / food spend
2022-05-27 00:00:00+00:00,-7.56,49072.17,2022-05,shopping
2022-05-25 00:00:00+00:00,70.0,49002.17,2022-05,transfer
2022-05-25 00:00:00+00:00,-54.07,49056.24,2022-05,entertainment
2022-05-25 00:00:00+00:00,-10.0,49066.24,2022-05,transfer
2022-05-25 00:00:00+00:00,-0.41,49066.65,2022-05,savings
2022-05-25 00:00:00+00:00,-36.59,49103.24,2022-05,shopping
2022-05-25 00:00:00+00:00,-0.41,49103.65,2022-05,savings
2022-05-25 00:00:00+00:00,-10.5,49114.15,2022-05,entertainment
2022-05-23 00:00:00+00:00,-30.0,49144.15,2022-05,finances
2022-05-23 00:00:00+00:00,30.63,49113.52,2022-05,transfer
2022-05-23 00:00:00+00:00,-52.39,49165.91,2022-05,transfer
2022-05-23 00:00:00+00:00,-1.45,49167.36,2022-05,savings
2022-05-23 00:00:00+00:00,-20.0,49187.36,2022-05,transfer
2022-05-22 00:00:00+00:00,-4.66,49192.02,2022-05,shopping
2022-05-22 00:00:00+00:00,-0.01,49192.03,2022-05,savings
2022-05-22 00:00:00+00:00,-39.25,49231.28,2022-05,bills and utilities
2022-05-22 00:00:00+00:00,-36.59,49267.87,2022-05,shopping
2022-05-22 00:00:00+00:00,-36.73,49304.6,2022-05,finances
2022-05-20 00:00:00+00:00,-150.0,49454.6,2022-05,rent
2022-05-20 00:00:00+00:00,22.99,49431.61,2022-05,taxes
2022-05-20 00:00:00+00:00,-550.0,49981.61,2022-05,business services
2022-05-20 00:00:00+00:00,345.13,49636.48,2022-05,taxes
2022-05-19 00:00:00+00:00,-7.99,49644.47,2022-05,shopping
2022-05-19 00:00:00+00:00,1450.42,48194.05,2022-05,salary
2022-05-18 00:00:00+00:00,82.21,48111.84,2022-05,finances
2022-05-17 00:00:00+00:00,137.6,47974.24,2022-05,transfer
2022-05-17 00:00:00+00:00,-12.73,47986.97,2022-05,finances
2022-05-17 00:00:00+00:00,-43.14,48030.11,2022-05,finances
2022-05-17 00:00:00+00:00,-20.0,48050.11,2022-05,transport
2022-05-17 00:00:00+00:00,-0.59,48050.7,2022-05,savings
2022-05-17 00:00:00+00:00,-6.37,48057.07,2022-05,groceries / food spend
2022-05-15 00:00:00+00:00,-62.71,48119.78,2022-05,groceries / food spend
2022-05-15 00:00:00+00:00,-0.55,48120.33,2022-05,savings
2022-05-15 00:00:00+00:00,-33.49,48153.82,2022-05,shopping
2022-05-15 00:00:00+00:00,-0.5,48154.32,2022-05,savings
2022-05-15 00:00:00+00:00,-3.59,48157.91,2022-05,shopping
2022-05-15 00:00:00+00:00,-10.0,48167.91,2022-05,shopping
2022-05-14 00:00:00+00:00,-2.0,48169.91,2022-05,entertainment
2022-05-14 00:00:00+00:00,-20.5,48190.41,2022-05,entertainment
2022-05-14 00:00:00+00:00,43.5,48146.91,2022-05,entertainment
2022-05-12 00:00:00+00:00,-0.42,48147.33,2022-05,savings
2022-05-12 00:00:00+00:00,-23.11,48170.44,2022-05,transport
2022-05-11 00:00:00+00:00,50.0,48120.44,2022-05,finances
2022-05-11 00:00:00+00:00,50.0,48070.44,2022-05,transfer
2022-05-11 00:00:00+00:00,22.42,48048.02,2022-05,taxes
2022-05-11 00:00:00+00:00,-16.77,48064.79,2022-05,holidays
2022-05-10 00:00:00+00:00,-40.0,48104.79,2022-05,finances
2022-05-10 00:00:00+00:00,-5.31,48110.1,2022-05,groceries / food spend
2022-05-10 00:00:00+00:00,32.34,48077.76,2022-05,transfer
2022-05-10 00:00:00+00:00,57.96,48019.8,2022-05,finances
2022-05-10 00:00:00+00:00,-30.0,48049.8,2022-05,transfer
2022-05-10 00:00:00+00:00,-24.5,48074.3,2022-05,bills and utilities
2022-05-09 00:00:00+00:00,-27.41,48101.71,2022-05,transport
2022-05-09 00:00:00+00:00,-20.56,48122.27,2022-05,taxes
2022-05-09 00:00:00+00:00,-0.42,48122.69,2022-05,savings
2022-05-09 00:00:00+00:00,70.0,48052.69,2022-05,transfer
2022-05-08 00:00:00+00:00,-0.01,48052.7,2022-05,savings
2022-05-08 00:00:00+00:00,22.42,48030.28,2022-05,taxes
2022-05-08 00:00:00+00:00,-14.99,48045.27,2022-05,fees and charges
2022-05-08 00:00:00+00:00,-100.0,48145.27,2022-05,rent
2022-05-08 00:00:00+00:00,-10.0,48155.27,2022-05,entertainment
2022-05-08 00:00:00+00:00,-0.86,48156.13,2022-05,savings
2022-05-08 00:00:00+00:00,-0.81,48156.94,2022-05,savings
2022-05-08 00:00:00+00:00,-10.16,48167.1,2022-05,groceries / food spend
2022-05-07 00:00:00+00:00,-82.37,48249.47,2022-05,bills and utilities
2022-05-07 00:00:00+00:00,-1.15,48250.62,2022-05,savings
2022-05-07 00:00:00+00:00,-9.82,48260.44,2022-05,transfer
2022-05-06 00:00:00+00:00,-28.25,48288.69,2022-05,bills and utilities
2022-05-06 00:00:00+00:00,22.42,48266.27,2022-05,taxes
2022-05-06 00:00:00+00:00,2.12,48264.15,2022-05,groceries / food spend
2022-05-06 00:00:00+00:00,-50.0,48314.15,2022-05,bills and utilities
2022-05-06 00:00:00+00:00,-11.45,48325.6,2022-05,home and garden
2022-05-06 00:00:00+00:00,346.35,47979.25,2022-05,taxes
2022-05-06 00:00:00+00:00,137.6,47841.65,2022-05,transfer
2022-05-06 00:00:00+00:00,61.89,47779.76,2022-05,transfer
2022-05-06 00:00:00+00:00,-0.01,47779.77,2022-05,savings
2022-05-06 00:00:00+00:00,-4.88,47784.65,2022-05,shopping
2022-05-05 00:00:00+00:00,-60.0,47844.65,2022-05,transfer
2022-05-05 00:00:00+00:00,-1.89,47846.54,2022-05,savings
2022-05-05 00:00:00+00:00,-5.79,47852.33,2022-05,finances
2022-05-05 00:00:00+00:00,-7.67,47860.0,2022-05,shopping
2022-05-05 00:00:00+00:00,-23.15,47883.15,2022-05,transfer
2022-05-05 00:00:00+00:00,-15.25,47898.4,2022-05,finances
2022-05-05 00:00:00+00:00,-8.32,47906.72,2022-05,groceries / food spend
2022-05-05 00:00:00+00:00,-29.42,47936.14,2022-05,shopping
2022-05-04 00:00:00+00:00,11.42,47924.72,2022-05,transfer
2022-05-04 00:00:00+00:00,70.0,47854.72,2022-05,transfer
2022-05-04 00:00:00+00:00,59.17,47795.55,2022-05,transfer
2022-05-04 00:00:00+00:00,-22.56,47818.11,2022-05,transfer
2022-05-04 00:00:00+00:00,-5.0,47823.11,2022-05,shopping
2022-05-04 00:00:00+00:00,-3.21,47826.32,2022-05,finances
2022-05-04 00:00:00+00:00,-108.82,47935.14,2022-05,transfer
2022-05-04 00:00:00+00:00,145.01,47790.13,2022-05,transfer
2022-05-04 00:00:00+00:00,-3.59,47793.72,2022-05,business services
2022-05-04 00:00:00+00:00,25.0,47768.72,2022-05,transfer
2022-05-04 00:00:00+00:00,-130.0,47898.72,2022-05,rent
2022-05-03 00:00:00+00:00,0.89,47897.83,2022-05,transfer
2022-05-03 00:00:00+00:00,-0.43,47898.26,2022-05,savings
2022-05-03 00:00:00+00:00,84.89,47813.37,2022-05,transfer
2022-05-03 00:00:00+00:00,7.0,47806.37,2022-05,transfer
2022-05-03 00:00:00+00:00,-23.11,47829.48,2022-05,transport
2022-05-03 00:00:00+00:00,35.49,47793.99,2022-05,entertainment
2022-05-03 00:00:00+00:00,-0.01,47794.0,2022-05,savings
2022-05-03 00:00:00+00:00,-0.92,47794.92,2022-05,entertainment
2022-05-03 00:00:00+00:00,-30.0,47824.92,2022-05,shopping
2022-05-03 00:00:00+00:00,62.87,47762.05,2022-05,transfer
2022-05-03 00:00:00+00:00,-40.0,47802.05,2022-05,transfer
2022-05-03 00:00:00+00:00,-5.0,47807.05,2022-05,groceries / food spend
2022-05-02 00:00:00+00:00,30.0,47777.05,2022-05,transfer
2022-05-02 00:00:00+00:00,-23.65,47800.7,2022-05,transfer
2022-05-02 00:00:00+00:00,10.0,47790.7,2022-05,transfer
2022-05-02 00:00:00+00:00,-0.59,47791.29,2022-05,savings
2022-05-01 00:00:00+00:00,-47.88,47839.17,2022-05,bills and utilities
2022-05-01 00:00:00+00:00,-0.01,47839.18,2022-05,fees and charges
2022-05-01 00:00:00+00:00,-227.0,48066.18,2022-05,transfer
2022-05-01 00:00:00+00:00,-51.56,48117.74,2022-05,groceries / food spend
2022-05-01 00:00:00+00:00,-0.01,48117.75,2022-05,finances
2022-05-01 00:00:00+00:00,-0.01,48117.76,2022-05,shopping
2022-05-01 00:00:00+00:00,-0.02,48117.78,2022-05,shopping
2022-05-01 00:00:00+00:00,-0.01,48117.79,2022-05,groceries / food spend
2022-05-01 00:00:00+00:00,-0.01,48117.8,2022-05,groceries / food spend
2022-05-01 00:00:00+00:00,-0.01,48117.81,2022-05,groceries / food spend
2022-05-01 00:00:00+00:00,-0.01,48117.82,2022-05,groceries / food spend
2022-05-01 00:00:00+00:00,-0.01,48117.83,2022-05,transport
2022-05-01 00:00:00+00:00,-173.3,48291.13,2022-05,restaurants / eating out / delivery
2022-05-01 00:00:00+00:00,-0.01,48291.14,2022-05,home and garden
2022-05-01 00:00:00+00:00,-0.02,48291.16,2022-05,fees and charges
2022-05-01 00:00:00+00:00,-0.01,48291.17,2022-05,transport
2022-05-01 00:00:00+00:00,-0.01,48291.18,2022-05,entertainment
2022-05-01 00:00:00+00:00,-0.02,48291.2,2022-05,fees and charges
2022-05-01 00:00:00+00:00,-23.99,48315.19,2022-05,groceries / food spend
2022-05-01 00:00:00+00:00,-20.91,48336.1,2022-05,transfer
2022-05-01 00:00:00+00:00,-10.0,48346.1,2022-05,business services
2022-05-01 00:00:00+00:00,-10.94,48357.04,2022-05,bills and utilities
2022-05-01 00:00:00+00:00,-10.0,48367.04,2022-05,finances
2022-05-01 00:00:00+00:00,-8.22,48375.26,2022-05,finances
2022-05-01 00:00:00+00:00,-10.0,48385.26,2022-05,bills and utilities
2022-04-28 00:00:00+00:00,420.0,47965.26,2022-04,transfer
2022-04-28 00:00:00+00:00,-36.59,48001.85,2022-04,shopping
2022-04-28 00:00:00+00:00,23.47,47978.38,2022-04,transfer
2022-04-28 00:00:00+00:00,-32.72,48011.1,2022-04,transfer
2022-04-28 00:00:00+00:00,22.45,47988.65,2022-04,taxes
2022-04-27 00:00:00+00:00,-7.93,47996.58,2022-04,transfer
2022-04-27 00:00:00+00:00,50.59,47945.99,2022-04,transfer
2022-04-27 00:00:00+00:00,15.86,47930.13,2022-04,transfer
2022-04-27 00:00:00+00:00,-15.65,47945.78,2022-04,transport
2022-04-27 00:00:00+00:00,-2.95,47948.73,2022-04,finances
2022-04-27 00:00:00+00:00,-54.67,48003.4,2022-04,groceries / food spend
2022-04-27 00:00:00+00:00,-13.16,48016.56,2022-04,shopping
2022-04-25 00:00:00+00:00,52.46,47964.1,2022-04,transfer
2022-04-25 00:00:00+00:00,-24.5,47988.6,2022-04,entertainment
2022-04-25 00:00:00+00:00,-1.9,47990.5,2022-04,transfer
2022-04-25 00:00:00+00:00,-0.41,47990.91,2022-04,savings
2022-04-25 00:00:00+00:00,-36.59,48027.5,2022-04,shopping
2022-04-25 00:00:00+00:00,-0.5,48028.0,2022-04,savings
2022-04-25 00:00:00+00:00,-10.5,48038.5,2022-04,entertainment
2022-04-23 00:00:00+00:00,-32.98,48071.48,2022-04,finances
2022-04-23 00:00:00+00:00,42.28,48029.2,2022-04,transfer
2022-04-23 00:00:00+00:00,-106.89,48136.09,2022-04,transfer
2022-04-23 00:00:00+00:00,-1.65,48137.74,2022-04,savings
2022-04-23 00:00:00+00:00,-20.0,48157.74,2022-04,transfer
2022-04-22 00:00:00+00:00,-8.22,48165.96,2022-04,shopping
2022-04-22 00:00:00+00:00,-0.01,48165.97,2022-04,savings
2022-04-22 00:00:00+00:00,-36.54,48202.51,2022-04,bills and utilities
2022-04-22 00:00:00+00:00,-36.59,48239.1,2022-04,shopping
2022-04-22 00:00:00+00:00,-38.07,48277.17,2022-04,finances
2022-04-20 00:00:00+00:00,-150.0,48427.17,2022-04,rent
2022-04-20 00:00:00+00:00,22.42,48404.75,2022-04,taxes
2022-04-20 00:00:00+00:00,-859.22,49263.97,2022-04,business services
2022-04-20 00:00:00+00:00,345.13,48918.84,2022-04,taxes
2022-04-19 00:00:00+00:00,-12.59,48931.43,2022-04,shopping
2022-04-19 00:00:00+00:00,1450.42,47481.01,2022-04,salary
2022-04-18 00:00:00+00:00,67.98,47413.03,2022-04,finances
2022-04-17 00:00:00+00:00,163.15,47249.88,2022-04,transfer
2022-04-17 00:00:00+00:00,-12.73,47262.61,2022-04,finances
2022-04-17 00:00:00+00:00,-40.0,47302.61,2022-04,finances
2022-04-17 00:00:00+00:00,-17.58,47320.19,2022-04,transport
2022-04-17 00:00:00+00:00,-0.64,47320.83,2022-04,savings
2022-04-17 00:00:00+00:00,-6.37,47327.2,2022-04,groceries / food spend
2022-04-15 00:00:00+00:00,-16.52,47343.72,2022-04,groceries / food spend
2022-04-15 00:00:00+00:00,-0.49,47344.21,2022-04,savings
2022-04-15 00:00:00+00:00,-4.69,47348.9,2022-04,shopping
2022-04-15 00:00:00+00:00,-0.51,47349.41,2022-04,savings
2022-04-15 00:00:00+00:00,-3.59,47353.0,2022-04,shopping
2022-04-15 00:00:00+00:00,-16.41,47369.41,2022-04,shopping
2022-04-14 00:00:00+00:00,-2.0,47371.41,2022-04,entertainment
2022-04-14 00:00:00+00:00,-61.69,47433.1,2022-04,entertainment
2022-04-14 00:00:00+00:00,43.5,47389.6,2022-04,entertainment
2022-04-12 00:00:00+00:00,-0.41,47390.01,2022-04,savings
2022-04-12 00:00:00+00:00,-22.24,47412.25,2022-04,transport
2022-04-11 00:00:00+00:00,46.08,47366.17,2022-04,finances
2022-04-11 00:00:00+00:00,17.4,47348.77,2022-04,transfer
2022-04-11 00:00:00+00:00,22.42,47326.35,2022-04,taxes
2022-04-11 00:00:00+00:00,-46.4,47372.75,2022-04,holidays
2022-04-10 00:00:00+00:00,-48.32,47421.07,2022-04,finances
2022-04-10 00:00:00+00:00,-4.4,47425.47,2022-04,groceries / food spend
2022-04-10 00:00:00+00:00,40.0,47385.47,2022-04,transfer
2022-04-10 00:00:00+00:00,50.36,47335.11,2022-04,finances
2022-04-10 00:00:00+00:00,-30.0,47365.11,2022-04,transfer
2022-04-10 00:00:00+00:00,-24.5,47389.61,2022-04,bills and utilities
2022-04-09 00:00:00+00:00,-30.6,47420.21,2022-04,transport
2022-04-09 00:00:00+00:00,-21.17,47441.38,2022-04,taxes
2022-04-09 00:00:00+00:00,-0.4,47441.78,2022-04,savings
2022-04-09 00:00:00+00:00,70.0,47371.78,2022-04,transfer
2022-04-08 00:00:00+00:00,-0.01,47371.79,2022-04,savings
2022-04-08 00:00:00+00:00,25.22,47346.57,2022-04,taxes
2022-04-08 00:00:00+00:00,-14.76,47361.33,2022-04,fees and charges
2022-04-08 00:00:00+00:00,-100.0,47461.33,2022-04,rent
2022-04-08 00:00:00+00:00,-10.0,47471.33,2022-04,entertainment
2022-04-08 00:00:00+00:00,-0.69,47472.02,2022-04,savings
2022-04-08 00:00:00+00:00,-1.04,47473.06,2022-04,savings
2022-04-08 00:00:00+00:00,-34.28,47507.34,2022-04,groceries / food spend
2022-04-07 00:00:00+00:00,-82.37,47589.71,2022-04,bills and utilities
2022-04-07 00:00:00+00:00,-1.15,47590.86,2022-04,savings
2022-04-07 00:00:00+00:00,-62.13,47652.99,2022-04,transfer
2022-04-06 00:00:00+00:00,-26.49,47679.48,2022-04,bills and utilities
2022-04-06 00:00:00+00:00,21.92,47657.56,2022-04,taxes
